Code,Description1,Description2,OnHand,Value
1400408026,COIL F/S.VALVE BOSCK,220VAC 5OHZ 110VDC,0, -   
1400500001,ACTUATOR FOR DRIFT SWITCH,,0, -   
1400500004,COVER PLASTIC FOR C.B,FPHGR-4,0, -   
1400500006,GLASS FOR EMG. P.B,S/WENCLOSURE,0, -   
1400500009,HEAD GREEN FOR ILLUM,P.B GREEN 1SB1001-0AE01,0, -   
1400500010,HEAD RED FOR ILLUM.,P.B RED 1SB 1001-0AC01,0, -   
1400500011,HEAD RED FOR MUSHROOM,P.B RED 3SB1000-1AC01,0, -   
1400500012,HEAD BLACK FOR P.B,CEMA 080 PNG,0, -   
1400500013,HEAD F/GREEN P.B,P.B. HEAD CEMA 080 PRG,0, -   
1400500014,HEAD F/P.B GREEN FLAT,"TYPE:3SB1000-0AE01,22MM",0, -   
1400500015,MUCHROOM HEAD(RED),FOR DCP RAFI,0, -   
1400500016,HEAD RED FOR P.B,F/USE ON A FLAT SURFACE OF A,0, -   
1400500017,HEAD RED FOR P.B FLAT,"TYPE:3SB1000-0AC01,22MM",0, -   
1400501002,BOX ELECTRICAL PLASTIC,188X100X220 W/ COVER,0, -   
1400501003,ELEC.BOX W/5 CABLE GLAND ORDER,NO:917081-0000,0, -   
1400501004,ELEC.BOX TRB MA 02,W/2NIVOTSTER FT420,0, -   
1400501007,JUNCTION BOX,"RATING 600V,60A,4P",0, -   
1400501010,"POWER BOX ,5P ,RITTAL",SER:080867,0, -   
1400501011,"(IDB) BOX,IDB MVO 8",,0, -   
1400501012,FLASH MOUNTING SOCKET W/BOX,"250V,6A,TYPE:MA-330W,Q=12,4P",0, -   
1400501013,TELPHONE SOCKIT 250V-20A,"TYPE:4886 WHH,Q=10",0, -   
1400501014,JOINT FOR ELECTRICAL BOX&34,"TYPE:5VB4174-207375,PG 21,Q=50",0, -   
1400501039,JUNCTION BOX - PLASTIC11x11 CM,,0, -   
1400502038,PLUG ELECTRIC 220/280V 3P+N+E,"TYPE:GW 60061 125A,6H IP:67",0, -   
1400502055,SYMO STRIP 10POLE PINS,380V GREEN,0, -   
1400502056,SYMO STRIP 30 POLE PINS,YELLOW/GREEN/GRAY SYMO STRIP,0, -   
1400502057,SYMO STRIP 30PINS SIDE 20PINS,"CARD3.080.00,GRAY,YELLOW/GREEN",0, -   
1400502058,SYMO STRIP 30POLE PINS,GRAY/YELLOW/GREEN SYMO STRIP,0, -   
1400502059,SYMO STRIP 30SCREW SIDE,20 PIN+CARD 3.080.00,0, -   
1400502060,SYMO STRIP 40 PIN SIDE,50SCREW+2CARD 3.080.00,0, -   
1400502061,SYMO STRIP 40UPINS SIDE,20SCREWED+2CARD 3.080.00,0, -   
1400502071,SYMO STRIP 90POLE PINS,1GRAY+4BLUE+4GREEN SYMO STR,0, -   
1400502073,SYMO TERMINAL (PIN),TYP 16-4 RAW 8X25POINT Q=3,0, -   
1400502081,TERMINAL BLOCK 11 POLE,SOCKET TYPE:D72-13R,0, -   
1400502082,TERMINAL KS 18-14,2-SL,0, -   
1400502083,TERMINAL PIN 2MM,SIZE:2MM,0, -   
1400502084,"TERMINAL ,KS16-14",MEIDAM SIZE:FEMAL,0, -   
1400502085,TERMINAL BLOCK 2.5MM²,"600V,DIN RAIL MOUNT,SCREW CONNECTION",0, -   
1400502086,TERMINALBLOCK WDU 4MM2,1 POLE 10A RAIL MOUNT,0, -   
1400502087,TERMINAL BLOCK USLKG 4MM2,1 POLE F/EARTHING RAIL MOUNT,0, -   
1400502088,TERMINAL BLOCK 4MM²,"600V,DIN RAIL MOUNT,SCREW CONNECTION",0, -   
1400502092,TERMINAL BLOCK 18MM SCREW,1P W/KNOB TYPE:SDL600,0, -   
1400502096,TERMINAL BLOCK 16MM²,"600V,DIN RAIL MOUNT,SCREW CONNECTION",0, -   
1400502097,TERMINAL PIN MEIDAM,"MAG,SIZE:,1.5MM",0, -   
1400502098,TERMINAL VD1-2-8FS,35S 22-16 (MALE),0, -   
1400502102,WIRE TERMINAL 4 MM2(LUG),"(1.25-4),BLUE EGST2,22-16",0, -   
1400502105,WIRE TERMINAL,TYPE:KL 6-6,0, -   
1400502125,PLASTIC LABEL F/SYMO STRIPS,YELLOW PLASTIC LABEL 32x8MM,0, -   
1400502128,WIRE TERMINAL  8MM W/FLAT,FEMALE 2.5-6MM2,0, -   
1400502129,TERMINAL  4MM2,(LUG TYPE)D3/8MM,0, -   
1400502157,CABLE TERMINAL SIZE 35/8,,0, -   
1400502160,CABLE TERMINAL SIZE 35/12,,0, -   
1400503142,CONTACTOR AUX 6NO+2NC 220V,TYPE:K62E,0, -   
1400503171,AUX. RELAY.,TYPE::MY3N 220VA.C,0, -   
1400503189,BASE RELAY,"TYPE:PF113A-N 10A,380VA.C",0, -   
1400503191,CAM SWITCH ELEC,TYPE:D19103M12,0, -   
1400503199,CONTACT BLOCK 2NO+2NC,"STK 10,5A,250V,8PIN",0, -   
1400503209,CONTACT FOR PUSH BUTTON,FOR CCR NO & NC,0, -   
1400503217,ELECTRICAL BELL,"TYPE:AW1,220V 50HZ,0.06A",0, -   
1400503220,SWITCH ELECTRIC MUSH ROOM 1NC,"TYPE:3SB181-1 10A , 500V",0, -   
1400503225,EMERYENCY P.B,FIRE PUSH PUTTON EMERYENCY,0, -   
1400503227,JOYSTICK SWITCH WITH 2NO+2NC,START STOP REVERSENG,0, -   
1400503228,SWITCH PACCO(C-O-L)F/LCB,"TYPE:HD1,12A-660V",0, -   
1400503229,SWITCH PACCO( -  + )SELFR 12A,TYPE:HD1 S2810- F612 .Z031,0, -   
1400503230,SWITCH PACCO (L-O-R)S/W 12A,"TY:HD1-S2805.F621.Z031,660VAC",0, -   
1400503231,SWITCH PACCO (0- L- L-O)F/LCB,"TY:HD1-S2807.F742.Z031,12A660V",0, -   
1400503232,"SWITCH(O,L,L,R)F/LCB","TYPE:XAP-M34,6A  500V",0, -   
1400503233,"SWITCH(O,L)F/LCB",TYPE:XAP-M34,0, -   
1400503235,LIGHTING SWITCH 16A/250V,TYPE:3046,0, -   
1400503236,MICRO SWITCH,"TYPE::3.12530.215,3PIN,Q=2",0, -   
1400503238,MUSH ROOM H.P.B WITH ENCL,TYPE:3SB1831-7AN,0, -   
1400503241,ON-OFF-SWITCH,TYPE:3SB1202-2AB01 COMPLETE,0, -   
1400503243,ON-OFFSWITCH,TYPE:ASS 211N,0, -   
1400503248,PACCO SWITCH 0N-OFF,TYPE:K1003,0, -   
1400503249,PACCO SWITCH (C-O-L-L.O),TYPE:HD1.S4663.E742/38.99,0, -   
1400503250,PACCO SWITCH (L-O)12A/660V,"TYPE:HD1.S4661,E742/38.99",0, -   
1400503251,PACCO SWITCH (L-O-R)12A/660V,TYPE:HD1.S4661.E742/38.99,0, -   
1400503252,PACCO SWITCH (O-I ),"TYPE:3LF120,16A,3PH,380V,Q=3",0, -   
1400503253,PACCO SWITCH (O-I ) 3P+N,"TYPE:A105/390,16A/660V",0, -   
1400503254,PACCO SWITCH (SLOW -O-FAST),TYPE:HD1.S4321.E742/38.99,0, -   
1400503256,PACCO SWITCH 8KW WITH COVER,TYPE:3LB3600-4SN55,0, -   
1400503257,PACCO SWITCH(ON-OFF)1NO,TYPE:TO-1-8200-E.,0, -   
1400503263,"PHOTO CELL,EYE DAYLIGHT S/W","TYPE:PBM2206,220V 6A",0, -   
1400503265,PUSH BUTTON FOR HOIST,"TY:XAC-A961,UI=500V,IP:65,Q=2",0, -   
1400503272,PUSH BOTTON SWITCH RED ILL,TYPE:CEMA 080 ADV W/O CONTACT,0, -   
1400503277,PUSH BOTTON SWITCH RED,"TYPE:800EP-LF4,2.6W,250V",0, -   
1400503283,PUSH BOTTON TYPE::TH25,"100 STK 503102 ,60V,1.2W",0, -   
1400503287,PUSH BUTTON CONTACT BLOCK,RAFI 1NO+1NC,0, -   
1400503288,PUSH BUTTON S/W RED 1NC,TYPE:AH30-F,0, -   
1400503292,P.B RED W/COVER(EMERG.STOP),EAO 704-910.5 10A 500VAC,0, -   
1400503293,PUSH PUTTON SWITCH,TYPE:1DEC  ABN110  1NO,0, -   
1400503322,LOCKOUT RELAY,TYPE:HN61KLO19A,0, -   
1400503329,SWITCH PACCO (1-2)SLFE RET,"TYPE:URR2-IIE/X70,16A",0, -   
1400503341,"SWITCH ELECTRIC C-O-L-LO,F/LCB","TYPE:HD1.S2804.F742-Z031,600V",0, -   
1400503344,SWITCH W/KEY 1NO+1NC,TYPE:XB2-BG45,0, -   
1400503345,SYNCH. S/W CLOCK 24V,TYPE:164 100,0, -   
1400503349,TIME  (HR) 24VDC,TYPE:0878.421,0, -   
1400503357,"TIME S/W 220-240V,16A",S/W BOARD LANFER TYP 164 100,0, -   
1400503358,PURGE CONTROL TIMER 5~15MIN,"MODEL:PCT-8,1-15HR,220V",0, -   
1400503362,TIMER RELAY RANGE:(0.5-10M),"TYPE:B8DK,24VD.C",0, -   
1400503365,"TIMER RELAY RANGE:5,220V",TYPE:ST3PF,0, -   
1400503371,VOLTMETER SWITCH,TYPE:3LF120.0-4RA11,0, -   
1400503373,"PLUG ELECTRIC2P,6-E16A-6H,220V","TYPE:CEE ,DAFER 162M",0, -   
1400503374,PLUG F/WELEIDNG TYPE045+3P+N+E,"220/380V,IP67,125A-6H",0, -   
1400503379,LIGHTING S/W SURFACE MOUNT,(S-A.E) WINTE BITICNO,0, -   
1400503380,SWITCH LTG SURFACE MOUNT 3POLE,"LTG S/W  380V,26A",0, -   
1400503501,CONTACT FOR P.B.48/120 14MA,"TELE.MECANIQUE,TYPE:ZB2-G3",0, -   
1400503616,COMPRESSOR SWITCH,"TYPE:R87,6A,250V,1/2HP,Q=4",0, -   
1400503630,"PACCO SWITCH 16A , 500V","K+N,TYPE:C21 KRAUS",0, -   
1400503631,ROPE SWITCH,"KIEPE,TYPE:SEB001",0, -   
1400503632,PLASTIC GEAR,F/PUCH CARD CLOCK,0, -   
1400503643,"POWER SWITCH 100A , 600V",F/WELDING MACHINE ESAB NO:582,0, -   
1400503644,DISCHARGE WITCH,"CARRIER,TYPE:HK02ZA360A",0, -   
1400503717,LIMIT SWITCHES SET (INDUKTIV),,0, -   
1400503769,FILTER+FLOW SWITCH,,0, -   
1400505004,HEAT SCHRINK TERMINAL END,AND  STORCT FOR 6.3KV CABLE,0, -   
1400505008,BASE SCREW,"FOR LAMP.E27,125W",0, -   
1400505009,NITO PRIME -25,"BASE EJ9473,PACK SIZE:2.8KG",0, -   
1400505010,NITO FLUR FC140,"BASE EG94137,PACK SIZE:2.5KG",0, -   
1400505011,ELECTRICAL ISULATOR,FOR HUMIIDTY,0, -   
1400505012,"SPLICING TAPE ,RUBBER","TYPE:23,50.8x9.1x0.76MM",0, -   
1400505017,THROUGH WIRING KITS 3PHASE,TYPE:ZCW 085/TW3,0, -   
1400505022,RAYCHEM FOR CABLE,PHASE EXTERNAL &15MM,0, -   
1400505027,ELECTRICAL MATERIAL,F/SCOTH CAST 44SIZE:C-420G.M,0, -   
1400505028,HUMIIDTY INSULATION TAPE,IDM=220*170MM,0, -   
1410101008,I.C CHIP ELECTRONIC,"TYPE:CNY17-2,9430J",0, -   
1400505035,FOAM SEALING STRIP,L=3100MM   D=25MM,0, -   
1400505036,WIRE CLIPS-POLT NEED TEC 60,L47MM -SCREW &22MM,0, -   
1400505037,CLIPS TEC 38 L70MM SCREW15,"POLT +NUT,Dpol=10MM",0, -   
1400505038,RUPPER BASE,F/SUPPORT   D=22MM,0, -   
1400505040,BLACK LIQUED MATERIAL,F/INSULATING CABLES,0, -   
1400505041,SADDLE SUPPORT &12MM,"TYPE:230 MT,OD=99MMID=80MM",0, -   
1400505042,CLIPS FOR CABLE TREE,HANGER TYPE:PC-51,0, -   
1400505044,CONCREAT SUPPORT,FOR EARTHING SYSTEM,0, -   
1400506001,CABLE HANGER,BRACKET TYPE:H10S,0, -   
1400506002,CURRVED METAL TUBE,F/CABLE&32,0, -   
1400506004,PUSH WITH OUT SCREW &85 L81,OD=85MM ID=80MM L=81MM TH=3MM,0, -   
1400506005,COPPER PUSH,OD1=58MM ID1=52MM TH1=2MM,0, -   
1400600002,"INSULATION TAPE,19MM  PLASTIC",,0, -   
1410101009,I.C CHIP ELECTRONIC,"TYPE:PLS100N,2108801 9040KF",0, -   
1410101010,I.C CHIP ELECTRONIC,TYPE:TC 55257CPL-85L 9505HAK,0, -   
1410101011,I.C CHIP ELECTRONIC,TYPE:(S)700549 E31 HIGH BYTE,0, -   
1410101012,I.C CHIP ELECTRONIC,TYPE:P25AD IC9637ACN,0, -   
1400602001,S/W ELECTRIC ISOLATOR,"TYPE:OETL63K3,3P",0, -   
1410101013,I.C CHIP ELECTRONIC,"TYPE:TC55257CPL-85L,9522HAK",0, -   
1410101014,I.C CHIP ELECTRONIC,TYPE: CA 3046 RCA 645 14PINS,0, -   
1410101015,I.C CHIP ELECTRONIC,"TYPE:TDA 2593 E38AD,16PINS",0, -   
1400605366,"CONTACTOR 7.5KW, 5.3~7.9SA, 3P","TOSHIBA,TYPE:C20A W/4NO+4NC",0, -   
1400609091,FUSE BOTTLE 3A,TYPE:FCF2-3,0, -   
1400609311,GLASS FUSE 6X30 0.5A 125V,KSL : A4D1/9,0, -   
1410101016,I.C CHIP ELECTRONIC,"TYPE: TDA1170H,12PINS",0, -   
1410101017,I.C CHIP ELECTRONIC,"TYPE:P35AB,DS9636ACN",0, -   
1410101018,I.C CHIP ELECTRONIC,TYPE:ST Z992M9348 MK6116LN-15,0, -   
1400609527,RED DIFFUSER,,0, -   
1400609528,TRANSPARENT DIFFUSER,,0, -   
1410101019,I.C CHIP ELECTRONIC,TYPE:ST Z993H9331 MK6116LN-15,0, -   
1400609537,FUSE FOR TELYS2.5A (FN.F1F2F4),SBG2/11,0, -   
1400609538,FUSE FOR TELYS 1A (F6.F8),SBG2/12,0, -   
1410101020,I.C CHIP ELECTRONIC,TYPE:(M)4N26/9412,0, -   
1410101021,I.C CHIP ELECTRONIC,TYPE:ST S991H9331 MK6116LN-15,0, -   
1400612096,C.B LOW V MCB 1P 16A 400/690V,TYPE:S501-LV16,0, -   
1410101022,I.C CHIP ELECTRONIC,"TYPE: LM339N,14PIN",0, -   
1400612108,C.B LOW V MCB 1P 14-20A,TYPE:S501-K20 250/380V,0, -   
1400612166,"M.C.C.B 2P 3A,250V",TYPE:EA32,0, -   
1400612167,"M.C.C.B 2P 20A,600VAC",TYPE:ES50,0, -   
1400612460,"C.B 3P, 6~10A,(1NO+1NC),W/LOCK","SIEMENS,TYPE:3VU1300-1ML00",0, -   
1400616003,EARTH MC.B 3P  30A,TYPE:LEH50B,0, -   
1400617004,COIL 40RR 016-930,"TYPE:OR 400-724, CARRIER",0, -   
1400617007,COIL F/BURRER OFF ROACHG,TYPE:ZB09 220VAC 0-10BAR,0, -   
1400618017,COVER FOR START WARRING HORN,(SWH) COLOUR RED COVER,0, -   
1400618019,INSULATOR PIN (ROD),TYPE:EL 017544,0, -   
1400618029,FUSE BASE 2P 25A 500V,TYPE:FUSE BASEW/COVER,0, -   
1400618053,RAYCHEM JOINT,TYPE:MWTM140/42-4EC32211-17,0, -   
1400618056,RELAY BASE PYF08A-E 5A 250V,"TYPE:OMRON PYF08A-E 5A,250 V",0, -   
1400618057,RELAY BASE PYF11A 5A 250V,"TYPE:OMRON PYF11A-E 5A,250 V",0, -   
1400703004,"F.L SODUIM 250W,220V",SODUIM ROAD POLE,0, -   
1400704501,"LAMP 10*29 85V  2,7W BA9S",,0, -   
1400712013,"HEATER ROD1550W,220VAC","D12,CU PIPE FIN",0, -   
1400715009,PANEL LOOD CENTER WISTIN,GHOUSE 3PHSE 12WAY W/MAIN C.B,0, -   
1400715010,PANEL  F/TEL. LINE 50x2,,0, -   
1400716009,"BASE BA9S,W/GREEN CAP",TYPE:3SB1400-2A,0, -   
1400716015,BASE W/COVER GREEN,TYPE:3SB 1400-2A,0, -   
1400716048,COVER F/LAMP SIGNAL GREEN,TYPE:27x27x1T SQU COVER,0, -   
1400716049,COVER F/LAMP SIGNAL RED,TYPE:27x27x1T SQU COVER,0, -   
1400716051,GLOBE RED F/SIGNAL LAMP,"TYPE:D28MM,DH9MM",0, -   
1400716052,COVER GREEN,TYPE:3SB1001-6BE06D29XH31,0, -   
1400716053,COVER RED,TYPE: D29xH31,0, -   
1400716055,F/ LAMP SIGNAL LAMP LABLE,TYPE:3SB1901-EB,0, -   
1400716057,GLOBE CAP F/ LAMP SIGNAL,TYPE:W/ERCA470-ZSWT,0, -   
1400716058,GLOBE CAP YELLOW,TYPE:RCA470-ZSYT,0, -   
1400716059,HOLDER W/COVER RED 2/6W,TYPE:(T-E)XB2-BV64 BAGS,0, -   
1400716060,HOLDER W/COVER GREEN 2/6W,TYPE:TEXB2-BV63 BAGS,0, -   
1400716063,"INIDCATION LAMP 2W,30V",TYPE:PIN  LAMP,0, -   
1400716064,"INIDCATION LAMP ERG130V,20MA",TYPE:BASE PIN,0, -   
1400716091,LAMP SIGNAL GLOBE CAP.RED,TYPE:RCA470-ZSRW,0, -   
1400716109,"LAMP SIGNAL 24/28V,45/56W",W/HOLDER,0, -   
1400716111,"LAMP SIGNAL 6.3V,1W",2POLE PLUGIN BASE,0, -   
1400716130,LED HOLDER F/TWO LEDS,TYPE:APE,0, -   
1410100002,COMPARATOR YASAKWA,TYPE:JGSM-54-114,0, -   
1410100003,BUFFER AMPLIFIER,TYPE:7206A1 KNICK,0, -   
1410100004,PRE AMP.,TYPE:JGSM-09-15,0, -   
1410100005,UP DOWN SET 220V,TYPE:JGSM-10B,0, -   
1410100006,"SCRO BOLTM6,L24",FLAT HEAD SLOTER,0, -   
1410101004,EPROM M27256F1G88AB ST9505,28 PIN CPR/DPR SINGAPORE,0, -   
1410101007,I-C CHIP ELECTRONIC,"TYPE:(S)700549,E38LOWBYTE",0, -   
1410101030,EPROM 24PIN,"TYPE: M2716-IFI-G88AC , ST9340",0, -   
1410101031,I.C. TDA 1412SGSATES,,0, -   
1410102002,DIODE BLOCK LUTZE,TYPE:DGS-11,0, -   
1410102003,DIODE BLOCK,TYPE:DP30/1300-1M,0, -   
1410102005,DIODE BLOCK1600V,TYPE: LPS-10-1A,0, -   
1410102006,DIODE BLOCK MURRE,TYPE:SDP12/1300-1,0, -   
1410102018,RECTIFIER BLOCK 3PHASE,TYPE:KB67 86U80/100-60,0, -   
1410102029,RECTIFIER BRIDGE TTYPE:1KAB20,,0, -   
1410103001,CARBON RESISTANCE 100 25W,PO+ 10KOHM 3WIRE,0, -   
1410103002,CARBON RESISTANCE,5K T18 0145,0, -   
1410108016,RECTIFIER TRANSFORMER SET,F/ESP.VD.C PEAK140KV FLS,0, -   
1410109005,POTEN 3TERMINALS 2K?,(ORANRE),0, -   
1410109006,POTEN 3WIRE 5K?,INSTR POTENTIOMETER,0, -   
1410109010,POTEN OFEL R250 S-OHM 12.5,,0, -   
1410109013,POTEN.PW620- 18D 1000?,W/3MICROS/WS EN AND COM.,0, -   
1410109016,STATIC POT,"TYPE:JGSM-21,O/P10/12V",0, -   
1410109029,"WIRE RESISTANCE Y-BM, 40H, 3KJ",W/BASE AP2-YA3W,0, -   
1410109030,RESISTOR BLOCK 600V/1MA,"TYPE:M-1-1 , 100K-0HM",0, -   
1410112033,CIRCUIT BOARD AEL-011-,"RS232C/422 ,W.BIDGE MATSUSHITA",0, -   
1410112034,COMPARATPR,TYPE:JGSM-15-62,0, -   
1410112044,MEASURING AMP PRINT,DFMV001-C-61691816-A,0, -   
1410112505,POSITIONER RV-01 SUB,BACK FLOW REGULATING VALVE,0, -   
1410114033,THYRISTOR PANEL COMPLETE,F/TUBING M/C W/ COMPONANTS,0, -   
1410114036,THYRISTOR CONVERTER UNIT,TYPE: CDMR-Z3,0, -   
1410114037,INVERTER,TYPE:CIMR-G3E41P5 400V,0, -   
1410201007,CONTROLLER PROTRONIC PS,"TYPE:GPS,B.NR.62580",0, -   
1410201008,ELEC CONTROL UNIT,"TYPE:T08/3,I/P:230V O/P:80/25V",0, -   
1410201012,PROCONTIC UNIT 07KR228,"16 I/P, 24VDC, 12 O/P",0, -   
1410204504,SIMATIC PCS7 AS416-3IE,,0, -   
1410205004,DIGITAL MSV11-MB MOS MEMORY,F/Q-BUS M7506,0, -   
1410205006,"EEPROM 6ES5 375-1LA21,",16Kx8BIT,0, -   
1410205013,UNIVERSAL MEMORY ED1817R1,,0, -   
1410206017,ARTHMOTIC UNIT ED1832R1,"HASG451006P1,AEND.A",0, -   
1410206020,CONVERTER /MULTI PHIER,TYPE:ED1833R1 MODULE,0, -   
1410206021,COUPLING NSK-4 EOD627MODULE,,0, -   
1410206022,EIA/20MA CONVERTER,TYPE:ES0641,0, -   
1410206025,MAIL BOX LINK,TYPE:ES1822B=ED1822AR1,0, -   
1410206026,MODULE GICMA E-M 1200BD,MODEM FOR ED0627,0, -   
1410206028,PTG INTERFACE ES1836B,,0, -   
1410206030,REMODE COUPLING UNIT,TYPE:ES1511R2,0, -   
1410206032,TERMIN N CARD ED1790A,,0, -   
1410206033,TERMINATION PRINT,TYPE:ED1790B,0, -   
1410206034,TEST ADAPTER 6XX1003,ES902A/C2x48P,0, -   
1410206036,WATCH ODG ED1715,,0, -   
1410207028,DIGITAL I/P ED1103,,0, -   
1410207029,DIGITAL I/P ED1111R1 MODULE,,0, -   
1410207035,DIGITAL O/P ED1202B,,0, -   
1410207037,O/P MODULE .IT9860,IT9860,0, -   
1410207039,REMOTE I/0 INTERFACE ED1510 R1,,0, -   
1410207040,REMOTE I/O ED0510 PRINT,,0, -   
1410209006,TIER F/CPR /DPR,TYPE:ED0100BR1,0, -   
1410209007,MOSAIC - TILES 24x24,W/METALIC GRID 287x287x12MMT,0, -   
1410209008,MOSAIC - TILES,"W/CATOUTS , F/PUSH BUTTON",0, -   
1410209012,CABLE ABB NO HESG330100R1,"W/2PLUG,ED1936",0, -   
1410209013,CABLE FLAT BAND W/2 SOCKETS,"25PIN ,90CM FOR",0, -   
1410209017,CABLE W/2PLUGS,ED 1936 HESG 330100R1,0, -   
1410209022,DIGITAL TIMEINGUNIT TCU-50DYR-,"SP-2,DYR TIMING CONTROL UNIT",0, -   
1410209024,MAIL BOX ED1822C,,0, -   
1410209026,MOUNTING ACC'S 6ES5981-0GA11,,0, -   
1410209029,PRINTED COMPONAT XSA389B,,0, -   
1410209030,SUPERVISION UNIT. XSA48AR2,"W/ SOCKET , C.B",0, -   
1410209031,SYSTEM AMPHLFIER ED1780AR1,,0, -   
1410210009,KEY BOARD PAD/REMADA AG.,TYPE:RAFI 125x125MM-20KEY,0, -   
1410210010,KEY BOARD DIGITAL,TYPE:LK401-AA 120 KEY-220V,0, -   
1410211001,IDSKETTE BASF,"HIGH DENSITY SIZE 5.25, 1.2MB",0, -   
1410212003,INTEGRATOR TYPE ERM-15A,BELT SCALE,0, -   
1410214002,ELECTRONIC UNIT W/PLUG,I/P230VA-CFOR SERVICE COMPUTER,0, -   
1410214003,"FARNELL MG24-15C,O/P:24VD.C",I/P:115/120 OR 220VA.C,0, -   
1410214004,LOW VOLTAGE O/P 5V 8A,TYPE:23305E-A027691,0, -   
1410214008,P.S CYG850/41,SHINDEGEN,0, -   
1410214009,P.S ESO519A,110/220VA-C /24V,0, -   
1410214010,P.S S82K-05024,"I/P:200/220VA.C,O/P:24VDC",0, -   
1410214011,P.S 23305A A027791,O/P: TSV/2A,0, -   
1410214012,P.S F/GAS ANALYZER,39448788/001,0, -   
1410214014,P.S S82H- 3024,110/220VAC /24VDC,0, -   
1410214020,P.S ADAPTOR NE 102,220VAC/5V=W/WIRE,0, -   
1410214021,P.S 23024D,"O/P:24V,4.8A,AQ28084",0, -   
1410214026,POWER SUPPLY PR.CR. 400V,"YASAKWA,TYPE:YPCT 2113-1A",0, -   
1410214028,POWER SUPPLY MODEL:50,"I/P220VAC,O/P220VDC,840W/1400V",0, -   
1410217008,CHART RECORD 3CHANNELS,TYPE:LINAX 4000L,0, -   
1410217027,VOLTOGE MONITERING KC480A,PLUG IN PRINT,0, -   
1410217034,RECORDER PEN BLUE 6104724-033,FS KANAL3 DIAGRAM AG,0, -   
1410218004,RECORDER PEN RED 2-434-316-01,0.4 BAR O/P = 4-20 MM,0, -   
1410218006,RIBBON CASETTE DIGITAL,"TYPE:LA75R-KA, BLACK 13MM",0, -   
1410218007,RIBBON CASETTE IBM,F/2205 4212 4207 PRINTERS,0, -   
1420100013,COOLING DEVICE PZ20BO1,"PZ20AO1,PZ20I01,P08/I",0, -   
1420100015,CONTROL UNIT: PI22 AF1 0-300°C,"4-20MA-,230V,PI2201/01B",0, -   
1420100027,PROTECTING PIPE F/ TC LT20,D3CM,0, -   
1420100028,PROTECTIVE PIPE ST,F/THERMO COUPLE ST.,0, -   
1420100030,SPEED MONITOR TYPE :JMNC 220V,SPEED MONITOR RELAY W/BASE,0, -   
1420100032,TUBE F/THERMO COUPLES,"D8MM,TC-1/7",0, -   
1420102013,MICROTHERM L10 90°C,W/2WIRES,0, -   
1420102015,"RTD L12 CM, PT-100",W/3WIRES,0, -   
1420102016,TEMP DETCTTOR F/FF MINIMAX,TYPE:WMX1000D90,0, -   
1420102018,TEMP  SENSOR RTD:40001153,FOR KILN SUPPORT ROLLER,0, -   
1420102020,"THERMO SENSOR PT100 , L=290MM","4 WIRE,DWG:T029230-290,ITEM:50",0, -   
1420103051,RAIDATION TYPE PH01/AFS11,0-500°C W/ STAND 20:1,0, -   
1420103053,RTD 2 WIRE 30MMxD8MM,"2WIRE , LB=3CM , D8MM",0, -   
1420103057,THERMOCOUPLE TYPE:J L100CM,TH:4MM,0, -   
1420103068,THERMOMETER,,0, -   
1420103512,SN-W/E INTERFAFE WEBSERVER,ETHERNET/RS485,0, -   
1420104005,THERMO COUPLE TYPE:S L118CM,BJ:5/95 TYPE:5/244,0, -   
1420104006,THERMOCOUPLE F/KM 1303,(NA8052),0, -   
1420104009,THERMOCOUPLE TYPE:K  D1=6MM,,0, -   
1420104012,THERMOCOUPLE TYPE:K L60CM,"NI-CR-NI,S.A.E",0, -   
1420105009,TERMOCOUPL TYPE R L=100 D=22,,0, -   
1420105503,THERMOCOUPLE TYPE K(INST/006 ),W/HEAD MOUNTING CONVERTER,0, -   
1420105504,THERMOCOUPLE TYPE R(INST/007),W/HEAD MOUNTING CONVERTER,0, -   
1420200082,CUTOUT S/W 0.6MBAR,TYPE::700-001 (1C/O CONTACT),0, -   
1420200087,FLAME DETECTOR,MODEL C7012F1060,0, -   
1420200095,TEMPRATURE GAUGE 20-120°C,TYPE:8550-10-80/066/086,0, -   
1420200099,"LEVEL DETE:LS-300,0-11-PSU-2","250VA.C/DC , 0.5A (MOBREY)",0, -   
1420200100,LEVEL LIQUIPHANT FTL160AC,24-250V W/PROBES,0, -   
1420200104,LEVEL SENSOR (GAMMA) DG27Z,"F/QG20,QG100 W/ CABLE",0, -   
1420200109,LEVEL CAP PROBE HT-SONDE,"TYPE:TSP012892-0001,200/300MM",0, -   
1420200114,LIMIT S/W 3SE3100 -1B,"UI=500V,116A/220V",0, -   
1420200125,LIMIT S/W TYPE: WL-NJ,CAT’S WHISKLER L/S,0, -   
1420200132,LIMIT S/W TYPE:PSG-024,W/ ROLLER (BIG) LEVER,0, -   
1420200135,LIMIT S/W TYPE:WLCA2,W/ ROLLER LEVER 2IDRECTIONS,0, -   
1420200140,LIMIT S/W TYPE:WL-NJ-3-4/13,"1NO+1NC , CAT’S WHISKLER",0, -   
1420200146,"LIMIT S/W WL.NJ-G 10A,500V",WHISHLER INO+INC,0, -   
1420200149,MICRO S/W 3-12530.215,T/RAFI 1C/O CONTACT,0, -   
1420200150,MICRO S/W ETA106-P30 AC250V,,0, -   
1420200151,MICRO S/W JOGGING SWITCH,NO+NC,0, -   
